1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
ШтрихКод;ЛокальныйКод;Внешний код;Наименование;Полное наименование;ЕдиницаИзмерения;Группа;Группа2;Группа3;Группа4;Группа5;НДС;ЦенаПродажи;Страна;Поставщик;ЦенаЗакупки;Остаток;Производитель;ИНН Производителя;КПП Производителя;Импортер;ИНН Импортера;КПП Ипортера;Табак;Алкоголь;Крепость;Объем;АлкоКод;Вид алкогольной продукции
46082145;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46105424;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46114143;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46120618;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46127389;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46134462;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46143860;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46148308;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46149091;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46150691;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46154194;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46155870;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46158635;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46163875;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46163882;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46167248;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46182616;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46189400;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46191533;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46191540;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
46193148;3632;9ad077fa-66c8-11df-b9b2-6cf04912b9ec;Некст SS Violet;Некст SS Violet;шт;Сигареты;;;;;;99;;;;4;;;;;;;;;;;;;
;3636;b98eaac5-679f-11df-b9b4-6cf04912b9ec;Пшено целое крупа кг/1274/;Пшено целое крупа кг/1274/;кг;Крупа весовая;Бакалея;;;;;62;;;;10,128;;;;;;;;;;;;;
4607043860514;3652;018039fe-6855-11df-b9b5-6cf04912b9ec;Микс сокосодержащий негаз. напиток 0,5 л;Микс сокосодержащий негаз. напиток 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;46;;;;12;;;;;;;;;;;;;
4607043860644;3652;018039fe-6855-11df-b9b5-6cf04912b9ec;Микс сокосодержащий негаз. напиток 0,5 л;Микс сокосодержащий негаз. напиток 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;46;;;;12;;;;;;;;;;;;;
4607043860651;3652;018039fe-6855-11df-b9b5-6cf04912b9ec;Микс сокосодержащий негаз. напиток 0,5 л;Микс сокосодержащий негаз. напиток 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;46;;;;12;;;;;;;;;;;;;
4607043860675;3652;018039fe-6855-11df-b9b5-6cf04912b9ec;Микс сокосодержащий негаз. напиток 0,5 л;Микс сокосодержащий негаз. напиток 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;46;;;;12;;;;;;;;;;;;;
4607043860682;3652;018039fe-6855-11df-b9b5-6cf04912b9ec;Микс сокосодержащий негаз. напиток 0,5 л;Микс сокосодержащий негаз. напиток 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;46;;;;12;;;;;;;;;;;;;
4607043861214;3652;018039fe-6855-11df-b9b5-6cf04912b9ec;Микс сокосодержащий негаз. напиток 0,5 л;Микс сокосодержащий негаз. напиток 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;46;;;;12;;;;;;;;;;;;;
4015000592512;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4015000912600;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4015000937061;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4015000993845;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4015001006735;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4015100193053;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4015100193077;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4015100193176;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4053158945170;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4053158958712;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4053158977720;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4605966003063;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
4605966014427;9796;0626c1db-64be-11e4-b9b6-0025222dc009;Шампунь д/в Schauma 380-400 мл;Шампунь д/в Schauma 380-400 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;142;;;;2;;;;;;;;;;;;;
5996175230975;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
5996175232313;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
5997530171322;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495027021;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495031066;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495031547;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495031561;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495037228;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495041881;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495048224;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495050357;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495050371;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
8693495052580;9797;0626c1e3-64be-11e4-b9b6-0025222dc009;Гель для душа Palmolive 250 мл;Гель для душа Palmolive 250 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;175;;;;12;;;;;;;;;;;;;
5901478905031;9798;0626c1ec-64be-11e4-b9b6-0025222dc009;Платочки бумажные "Клинекс" 10  шт;Платочки бумажные "Клинекс" 10  шт;шт;Бытовая ;Хоз. товары;;;;;14;;;;6;;;;;;;;;;;;;
5901478905079;9798;0626c1ec-64be-11e4-b9b6-0025222dc009;Платочки бумажные "Клинекс" 10  шт;Платочки бумажные "Клинекс" 10  шт;шт;Бытовая ;Хоз. товары;;;;;14;;;;6;;;;;;;;;;;;;
5901478905260;9798;0626c1ec-64be-11e4-b9b6-0025222dc009;Платочки бумажные "Клинекс" 10  шт;Платочки бумажные "Клинекс" 10  шт;шт;Бытовая ;Хоз. товары;;;;;14;;;;6;;;;;;;;;;;;;
7640157150529;3685;1ab9f1e3-6e9d-11df-b9be-6cf04912b9ec;Энергетический напиток Торнадо 0,47 л;Энергетический напиток Торнадо 0,47 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;45;;;;23;;;;;;;;;;;;;
7640157150536;3685;1ab9f1e3-6e9d-11df-b9be-6cf04912b9ec;Энергетический напиток Торнадо 0,47 л;Энергетический напиток Торнадо 0,47 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;45;;;;23;;;;;;;;;;;;;
7640157150543;3685;1ab9f1e3-6e9d-11df-b9be-6cf04912b9ec;Энергетический напиток Торнадо 0,47 л;Энергетический напиток Торнадо 0,47 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;45;;;;23;;;;;;;;;;;;;
7640157150550;3685;1ab9f1e3-6e9d-11df-b9be-6cf04912b9ec;Энергетический напиток Торнадо 0,47 л;Энергетический напиток Торнадо 0,47 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;45;;;;23;;;;;;;;;;;;;
7640157151458;3685;1ab9f1e3-6e9d-11df-b9be-6cf04912b9ec;Энергетический напиток Торнадо 0,47 л;Энергетический напиток Торнадо 0,47 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;45;;;;23;;;;;;;;;;;;;
2000000001395;3702;84b3439c-6f65-11df-b9c0-6cf04912b9ec;Стакан пл. 0,5 л;Стакан пл. 0,5 л;шт;Тара;;;;;;4;;;;33;;;;;;;;;;;;;
4607035653292;3706;84b343b6-6f65-11df-b9c0-6cf04912b9ec;Трубочки вафельные в ассортименте Яшкино 190 гр;Трубочки вафельные в ассортименте Яшкино 190 гр;шт;Печенье фасованное;Кондитерские изделия;;;;;45;;;;1;;;;;;;;;;;;;
4607035653315;3706;84b343b6-6f65-11df-b9c0-6cf04912b9ec;Трубочки вафельные в ассортименте Яшкино 190 гр;Трубочки вафельные в ассортименте Яшкино 190 гр;шт;Печенье фасованное;Кондитерские изделия;;;;;45;;;;1;;;;;;;;;;;;;
2000000001401;3708;3b17a97f-71c1-11df-b9c3-6cf04912b9ec;Яйцо Окинское 1 кат. 1 шт;Яйцо Окинское 1 кат. 1 шт;шт;Яйцо;;;;;;6,9;;;;26;;;;;;;;;;;;;
;3724;0877bb7a-741c-11df-b9c8-6cf04912b9ec;Сим карта (50 руб на балансе);Сим карта (50 руб на балансе);шт;Хоз. товары;;;;;;50;;;;3;;;;;;;;;;;;;
4607046950014;3724;0877bb7a-741c-11df-b9c8-6cf04912b9ec;Сим карта (50 руб на балансе);Сим карта (50 руб на балансе);шт;Хоз. товары;;;;;;50;;;;3;;;;;;;;;;;;;
4607046950021;3724;0877bb7a-741c-11df-b9c8-6cf04912b9ec;Сим карта (50 руб на балансе);Сим карта (50 руб на балансе);шт;Хоз. товары;;;;;;50;;;;3;;;;;;;;;;;;;
4607046950038;3724;0877bb7a-741c-11df-b9c8-6cf04912b9ec;Сим карта (50 руб на балансе);Сим карта (50 руб на балансе);шт;Хоз. товары;;;;;;50;;;;3;;;;;;;;;;;;;
4607046951691;3724;0877bb7a-741c-11df-b9c8-6cf04912b9ec;Сим карта (50 руб на балансе);Сим карта (50 руб на балансе);шт;Хоз. товары;;;;;;50;;;;3;;;;;;;;;;;;;
4607046951707;3724;0877bb7a-741c-11df-b9c8-6cf04912b9ec;Сим карта (50 руб на балансе);Сим карта (50 руб на балансе);шт;Хоз. товары;;;;;;50;;;;3;;;;;;;;;;;;;
4607046951714;3724;0877bb7a-741c-11df-b9c8-6cf04912b9ec;Сим карта (50 руб на балансе);Сим карта (50 руб на балансе);шт;Хоз. товары;;;;;;50;;;;3;;;;;;;;;;;;;
46087058;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46087959;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46088390;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46119292;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46151742;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46177452;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46177469;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46185396;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46185402;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46186409;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46186416;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
46201799;3756;294eef1b-7812-11df-b9cd-6cf04912b9ec;Пётр 1 Эталон;Пётр 1 Эталон;шт;Сигареты;;;;;;105;;;;4;;;;;;;;;;;;;
4606779197109;3768;bddba432-78d3-11df-b9ce-6cf04912b9ec;Сметановна сметанный продукт  20 % Ehrmann 185г;Сметановна сметанный продукт  20 % Ehrmann 185г;шт;Йогурты, творожки;Молочная продукция;;;;;69;;;;2;;;;;;;;;;;;;
;3769;bddba438-78d3-11df-b9ce-6cf04912b9ec;Печенье сдобное с каплями шоколада /Яшкино/ кг/1303/;Печенье сдобное с каплями шоколада /Яшкино/ кг/1303/;кг;Печенье весовое;Кондитерские изделия;;;;;179;;;;0,444;;;;;;;;;;;;;
42182092;3788;7ddb2fe3-7a9d-11df-b9d1-6cf04912b9ec;5Five Жевательная резинка Ригли 31,2 г;5Five Жевательная резинка Ригли 31,2 г;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;63;;;;22;;;;;;;;;;;;;
42182108;3788;7ddb2fe3-7a9d-11df-b9d1-6cf04912b9ec;5Five Жевательная резинка Ригли 31,2 г;5Five Жевательная резинка Ригли 31,2 г;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;63;;;;22;;;;;;;;;;;;;
42182115;3788;7ddb2fe3-7a9d-11df-b9d1-6cf04912b9ec;5Five Жевательная резинка Ригли 31,2 г;5Five Жевательная резинка Ригли 31,2 г;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;63;;;;22;;;;;;;;;;;;;
42188889;3788;7ddb2fe3-7a9d-11df-b9d1-6cf04912b9ec;5Five Жевательная резинка Ригли 31,2 г;5Five Жевательная резинка Ригли 31,2 г;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;63;;;;22;;;;;;;;;;;;;
42203186;3788;7ddb2fe3-7a9d-11df-b9d1-6cf04912b9ec;5Five Жевательная резинка Ригли 31,2 г;5Five Жевательная резинка Ригли 31,2 г;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;63;;;;22;;;;;;;;;;;;;
46102638;3788;7ddb2fe3-7a9d-11df-b9d1-6cf04912b9ec;5Five Жевательная резинка Ригли 31,2 г;5Five Жевательная резинка Ригли 31,2 г;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;63;;;;22;;;;;;;;;;;;;
46125224;3788;7ddb2fe3-7a9d-11df-b9d1-6cf04912b9ec;5Five Жевательная резинка Ригли 31,2 г;5Five Жевательная резинка Ригли 31,2 г;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;63;;;;22;;;;;;;;;;;;;
46172105;3789;7ddb2fe5-7a9d-11df-b9d1-6cf04912b9ec;Джуси фрут жевательная резинка 13,8 гр;Джуси фрут жевательная резинка 13,8 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;19;;;;19;;;;;;;;;;;;;
46172129;3789;7ddb2fe5-7a9d-11df-b9d1-6cf04912b9ec;Джуси фрут жевательная резинка 13,8 гр;Джуси фрут жевательная резинка 13,8 гр;шт;Жев. резинка, леденцы, шок. яйца ;;;;;;19;;;;19;;;;;;;;;;;;;
;3803;c73bbfe7-7d8f-11df-b9d5-6cf04912b9ec;Кириешки Мax в ассортименте 40 г;Кириешки Мax в ассортименте 40 г;шт;Сухарики;Снеки, сухие завтраки;;;;;8;;;;11;;;;;;;;;;;;;
4607010748593;3803;c73bbfe7-7d8f-11df-b9d5-6cf04912b9ec;Кириешки Мax в ассортименте 40 г;Кириешки Мax в ассортименте 40 г;шт;Сухарики;Снеки, сухие завтраки;;;;;8;;;;11;;;;;;;;;;;;;
4607010748609;3803;c73bbfe7-7d8f-11df-b9d5-6cf04912b9ec;Кириешки Мax в ассортименте 40 г;Кириешки Мax в ассортименте 40 г;шт;Сухарики;Снеки, сухие завтраки;;;;;8;;;;11;;;;;;;;;;;;;
4607010748616;3803;c73bbfe7-7d8f-11df-b9d5-6cf04912b9ec;Кириешки Мax в ассортименте 40 г;Кириешки Мax в ассортименте 40 г;шт;Сухарики;Снеки, сухие завтраки;;;;;8;;;;11;;;;;;;;;;;;;
4690329001732;3803;c73bbfe7-7d8f-11df-b9d5-6cf04912b9ec;Кириешки Мax в ассортименте 40 г;Кириешки Мax в ассортименте 40 г;шт;Сухарики;Снеки, сухие завтраки;;;;;8;;;;11;;;;;;;;;;;;;
;3804;c73bbfe9-7d8f-11df-b9d5-6cf04912b9ec;Конфеты Ярче! мягкая карамель с арахисом конфеты кг/1310/;Конфеты Ярче! мягкая карамель с арахисом конфеты кг/1310/;кг;Шоколадные, халва;Конфеты весовые;Кондитерские изделия;;;;201;;;;0,83;;;;;;;;;;;;;
4600682016779;3831;e646cbf5-7e54-11df-b9d6-6cf04912b9ec;Арсенальное Крепкое светлое пиво "Балтика" 7% 1,35 л ;Арсенальное Крепкое светлое пиво "Балтика" 7% 1,35 л ;шт;Пиво;Слабоалкогольная продукция;;;;;121;;;;3;;;;;;;;;;;;;
4600682643319;3831;e646cbf5-7e54-11df-b9d6-6cf04912b9ec;Арсенальное Крепкое светлое пиво "Балтика" 7% 1,35 л ;Арсенальное Крепкое светлое пиво "Балтика" 7% 1,35 л ;шт;Пиво;Слабоалкогольная продукция;;;;;121;;;;3;;;;;;;;;;;;;
4600682002208;3834;e646cbfb-7e54-11df-b9d6-6cf04912b9ec;Балтика  Кулер светлое  пиво 4,7 % 1,33 л ;Балтика  Кулер светлое  пиво 4,7 % 1,33 л ;шт;Пиво;Слабоалкогольная продукция;;;;;126;;;;4;;;;;;;;;;;;;
4600682005179;3834;e646cbfb-7e54-11df-b9d6-6cf04912b9ec;Балтика  Кулер светлое  пиво 4,7 % 1,33 л ;Балтика  Кулер светлое  пиво 4,7 % 1,33 л ;шт;Пиво;Слабоалкогольная продукция;;;;;126;;;;4;;;;;;;;;;;;;
4600682251156;3834;e646cbfb-7e54-11df-b9d6-6cf04912b9ec;Балтика  Кулер светлое  пиво 4,7 % 1,33 л ;Балтика  Кулер светлое  пиво 4,7 % 1,33 л ;шт;Пиво;Слабоалкогольная продукция;;;;;126;;;;4;;;;;;;;;;;;;
4600682411420;3834;e646cbfb-7e54-11df-b9d6-6cf04912b9ec;Балтика  Кулер светлое  пиво 4,7 % 1,33 л ;Балтика  Кулер светлое  пиво 4,7 % 1,33 л ;шт;Пиво;Слабоалкогольная продукция;;;;;126;;;;4;;;;;;;;;;;;;
4600682086093;3836;e646cbff-7e54-11df-b9d6-6cf04912b9ec;Туборг Грин  пиво светлое  4,6 % 0,9 л ж/б;Туборг Грин  пиво светлое  4,6 % 0,9 л ж/б;шт;Пиво;Слабоалкогольная продукция;;;;;146;;;;8;;;;;;;;;;;;;
4600682086529;3836;e646cbff-7e54-11df-b9d6-6cf04912b9ec;Туборг Грин  пиво светлое  4,6 % 0,9 л ж/б;Туборг Грин  пиво светлое  4,6 % 0,9 л ж/б;шт;Пиво;Слабоалкогольная продукция;;;;;146;;;;8;;;;;;;;;;;;;
4600682370130;3837;e646cc01-7e54-11df-b9d6-6cf04912b9ec;Флэш энергетический напиток безалког. газ. 0,5 л;Флэш энергетический напиток безалког. газ. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;54;;;;13;;;;;;;;;;;;;
4600682557500;3837;e646cc01-7e54-11df-b9d6-6cf04912b9ec;Флэш энергетический напиток безалког. газ. 0,5 л;Флэш энергетический напиток безалког. газ. 0,5 л;шт;Напитки, мин. вода;Безалкогольная продукция;;;;;54;;;;13;;;;;;;;;;;;;
4605845000121;3839;e646cc11-7e54-11df-b9d6-6cf04912b9ec;HELP ср-до для мытья стекол (курок) 500 мл;HELP ср-до для мытья стекол (курок) 500 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;81;;;;1;;;;;;;;;;;;;
4605845000435;3839;e646cc11-7e54-11df-b9d6-6cf04912b9ec;HELP ср-до для мытья стекол (курок) 500 мл;HELP ср-до для мытья стекол (курок) 500 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;81;;;;1;;;;;;;;;;;;;
4605845000442;3839;e646cc11-7e54-11df-b9d6-6cf04912b9ec;HELP ср-до для мытья стекол (курок) 500 мл;HELP ср-до для мытья стекол (курок) 500 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;81;;;;1;;;;;;;;;;;;;
4605845000459;3839;e646cc11-7e54-11df-b9d6-6cf04912b9ec;HELP ср-до для мытья стекол (курок) 500 мл;HELP ср-до для мытья стекол (курок) 500 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;81;;;;1;;;;;;;;;;;;;
4605845002804;3839;e646cc11-7e54-11df-b9d6-6cf04912b9ec;HELP ср-до для мытья стекол (курок) 500 мл;HELP ср-до для мытья стекол (курок) 500 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;81;;;;1;;;;;;;;;;;;;
4605845005997;3839;e646cc11-7e54-11df-b9d6-6cf04912b9ec;HELP ср-до для мытья стекол (курок) 500 мл;HELP ср-до для мытья стекол (курок) 500 мл;шт;Зубная паста, щетки, мыло;Хоз. товары;;;;;81;;;;1;;;;;;;;;;;;;
